id,mean_NNMF1,mean_NNMF2,mean_NNMF3,mean_NNMF4,mean_NNMF5,mean_NNMF6,mean_NNMF7,mean_NNMF8,mean_NNMF9,mean_NNMF10,mean_NNMF11,mean_NNMF12,mean_NNMF13,mean_NNMF14,mean_NNMF15
3449,-0.202369,-0.179111,-0.076851,-0.240427,-0.235441,-0.181564,-0.232022,-0.258533,-0.339777,-0.324163,-0.2529,-0.317289,-0.282985,-0.230927,-0.141834
3451,-0.064096,-0.123526,0.040541,-0.098236,-0.147151,-0.093297,0.009416,-0.135582,0.015797,-0.021071,-0.111488,-0.062265,-0.070996,-0.105097,-0.080248
3463,-0.106004,-0.045858,-0.109361,-0.126593,-0.162528,0.011805,-0.087121,-0.112702,-0.207028,-0.198035,-0.160206,-0.056249,-0.247148,-0.083106,-0.15233
3475,-0.17707,0.219727,0.043165,-0.159329,-0.243606,-0.222408,-0.311184,-0.246705,-0.240106,-0.12935,-0.106129,-0.216268,-0.219912,-0.199893,-0.15361
3505,-0.057852,-0.084678,0.147391,-0.08446,-0.093669,-0.00263,-0.095184,-0.077296,-0.176538,-0.041977,-0.066061,-0.004507,-0.047909,-0.056313,-0.048897
3542,-0.055478,-0.054331,-0.038569,-0.063768,-0.166416,-0.087226,-0.137104,-0.133712,-0.00869,-0.132221,-0.017014,-0.025787,-0.087738,-0.059566,-0.105249
3577,-0.10048,0.036672,-0.021927,-0.065504,-0.266724,-0.052146,-0.124653,-0.150554,-0.196553,-0.232606,-0.137721,-0.083919,-0.120141,-0.123989,-0.075879
3589,-0.050777,0.150816,0.07065,0.029017,-0.013633,-0.077848,-0.131606,0.03662,-0.07729,-0.027273,0.048084,-0.063655,-0.16179,0.055773,-0.079877
3591,-0.096228,0.163278,0.066572,-0.044314,-0.090852,-0.018483,-0.146946,-0.109696,-0.168134,-0.085366,-0.064956,-0.152153,-0.180038,-0.107571,-0.029031
3603,-0.108807,0.065402,-0.015035,-0.068552,-0.14914,-0.130553,-0.164739,-0.157574,-0.279352,-0.184737,-0.144048,-0.139331,-0.195925,-0.128413,-0.050638
3611,-0.132902,0.111831,0.074538,-0.090191,-0.150404,-0.06516,-0.215914,-0.180398,-0.26839,-0.231301,-0.128447,-0.233391,-0.287318,-0.112655,-0.149168
3625,-0.101729,0.230721,-0.085762,-0.006943,-0.117099,-0.034113,-0.007558,-0.023913,-0.145474,-0.112559,-0.128924,-0.121243,-0.208502,-0.102033,-0.069257
3657,-0.066255,0.040819,0.010611,-0.096137,-0.174669,0.032714,-0.057905,-0.008088,-0.15396,-0.135132,0.001194,-0.099347,-0.177971,-0.108181,-0.089458
3669,-0.048309,-0.009331,-0.065858,-0.075084,0.054268,-0.048599,-0.019909,-0.111006,-0.069241,-0.063899,-0.066603,-0.04565,-0.078349,-0.065558,-0.052439
3676,-0.099597,0.132169,-0.081222,-0.008895,0.028378,-0.058129,-0.054052,-0.013339,-0.215006,-0.196554,-0.106714,-0.136057,0.022937,-0.147221,-0.056638
3684,-0.063951,0.219132,-0.057814,0.10413,0.067216,-0.105172,-0.10167,0.046279,-0.10091,-0.168374,-0.0368,-0.068833,-0.054987,-0.095859,-0.035878
3698,-0.099822,0.223441,-0.117904,-0.204866,-0.16444,-0.11378,-0.17407,0.117213,-0.100511,-0.148945,-0.012051,-0.104126,-0.070975,-0.1736,-0.077323
3759,-0.062399,0.231016,-0.001311,-0.154295,-0.070246,-0.083548,-0.174632,0.001519,-0.044082,-0.020018,-0.032789,-0.113408,-0.120392,-0.060344,-0.013897
3761,-0.079295,-0.007545,-0.035261,-0.071607,-0.122787,-0.098186,-0.237344,0.043223,-0.025314,-0.003529,-0.075703,-0.001114,-0.013148,-0.065555,-0.086904
3772,-0.125452,0.331877,-0.089848,0.004067,-0.235282,-0.119396,-0.200466,0.00613,-0.156168,-0.133631,-0.031253,-0.120562,-0.17749,-0.148204,-0.148491
3831,-0.06143,0.121209,0.025255,-0.234013,-0.114486,0.025309,-0.219647,-0.031337,-0.054133,-0.189891,-0.04012,-0.008811,-0.127885,-0.080906,-0.031779
3844,-0.087275,0.217855,-0.111833,-0.094032,-0.196183,-0.066082,-0.125481,-0.041773,-0.264009,-0.263282,-0.010822,-0.082549,-0.200388,-0.065563,-0.053246
3858,-0.098793,0.253958,-0.034248,0.204697,-0.104964,-0.141776,-0.208317,-0.055398,-0.218586,-0.257764,-0.132321,-0.087649,-0.059405,-0.074105,-0.152795
3917,-0.095595,-0.146708,0.051615,-0.118899,-0.093834,-0.016667,-0.148885,-0.131155,-0.087681,-0.045336,-0.092855,-0.05314,-0.111761,-0.12527,-0.073305
3926,-0.06671,0.022629,0.018667,-0.173074,-0.060621,-0.051573,-0.147587,-0.07269,-0.029475,-0.057108,-0.036463,-0.063217,-0.054471,-0.096522,0.040052
3960,-0.17917,0.273072,0.087025,-0.262018,-0.184483,-0.216823,-0.167809,-0.121106,-0.354001,-0.318462,-0.177933,-0.195123,-0.213707,-0.109893,-0.17917
4010,-0.192244,-0.065047,0.037981,-0.353747,-0.282911,-0.111166,-0.207067,-0.173069,-0.240165,-0.219504,-0.32146,-0.198907,-0.207193,-0.19056,-0.293273
4024,-0.120201,0.076961,-0.047909,-0.070808,-0.005811,-0.113508,-0.126106,-0.065382,-0.09079,-0.082282,-0.107895,-0.189541,-0.191576,-0.106334,-0.079407
4049,-0.016334,0.050493,0.179094,0.036403,-0.073758,-0.053163,-0.07253,0.004588,-0.043302,-0.101105,-0.041147,-0.011577,-0.066303,0.008233,-0.043256
4051,-0.086825,0.099152,0.121531,-0.038492,-0.193983,-0.046351,-0.157974,-0.021433,-0.076447,-0.211698,-0.136789,-0.065273,-0.178675,-0.067254,-0.155411
4082,-0.154057,0.191285,0.034963,-0.115408,-0.208254,-0.181217,-0.21814,-0.142177,-0.264222,-0.182517,-0.12124,-0.223707,-0.229804,-0.076301,-0.133357
4096,-0.092706,-0.110914,0.017171,-0.100389,-0.126401,-0.06444,0.033627,-0.08629,-0.04724,-0.159034,-0.044482,-0.11826,-0.063775,-0.021554,-0.123469
4115,-0.080324,0.15337,-0.011857,-0.08201,-0.035585,-0.040755,-0.080827,0.024386,-0.173239,-0.176899,-0.054484,-0.049545,-0.092988,-0.091208,-0.052617
4133,-0.070099,0.143863,-0.022439,-0.257549,-0.062171,-0.152208,-0.12474,-0.047551,-0.115002,-0.032318,-0.065254,-0.038495,-0.17474,-0.033901,-0.019745
4187,-0.141726,0.295855,0.003939,-0.113162,-0.19547,-0.13258,-0.208519,-0.0312,-0.23103,-0.325363,-0.222814,-0.17349,-0.186055,-0.132804,-0.176349
4199,-0.076814,0.042448,-0.042551,-0.182446,-0.078869,-0.176937,-0.131392,-0.036242,-0.083717,-0.155538,-0.091526,-0.132524,-0.0672,-0.082731,-0.010525
4205,-0.148299,0.061913,0.033982,-0.166608,-0.042502,-0.104841,-0.021984,-0.076036,-0.259334,-0.25347,-0.144293,-0.183491,-0.145055,-0.152812,-0.145741
4218,-0.091445,0.105548,-0.014914,-0.150056,-0.158981,-0.062256,-0.082682,-0.065582,-0.146153,-0.060321,-0.044749,-0.030892,-0.22535,-0.047978,-0.140514
4223,-0.089227,0.033336,0.049239,-0.168253,0.036818,-0.070026,-0.129017,-0.088162,-0.158811,-0.174935,-0.140569,-0.017142,-0.220158,-0.088654,-0.159346
4242,-0.145991,0.11241,0.072375,-0.285376,-0.087875,-0.267299,-0.130089,-0.14942,-0.35986,-0.293541,-0.103221,-0.212713,-0.183695,-0.179387,-0.160838
4264,-0.159244,-0.090423,0.007834,0.011564,-0.302665,0.007729,-0.05133,-0.09877,-0.231699,-0.209415,-0.20674,-0.258572,-0.16376,-0.128705,-0.110343
4289,-0.090803,0.012782,0.052506,-0.076868,-0.174545,0.080001,-0.200924,-0.119426,-0.061166,-0.167326,-0.186284,-0.150764,-0.167389,0.014411,-0.08072
4291,-0.147611,0.049036,0.014466,-0.236757,-0.10312,-0.169261,-0.252474,-0.034509,-0.278252,-0.236957,-0.145381,-0.328627,-0.16446,-0.136388,-0.139088
4304,-0.203509,-0.054946,-0.205643,-0.347035,-0.474372,-0.186282,-0.342726,-0.184942,-0.37384,-0.372072,-0.312082,-0.300608,-0.312445,-0.324258,-0.236875
4316,-0.234136,0.29923,-0.205632,-0.089494,-0.146066,-0.243667,-0.280995,-0.096988,-0.370707,-0.466428,-0.27424,-0.24711,-0.294055,-0.234285,-0.285749
4327,-0.165244,0.104469,0.143813,-0.185397,-0.288115,-0.185566,-0.262143,-0.049396,-0.257561,-0.197856,-0.160687,-0.18053,-0.22525,-0.144315,-0.223259
4348,-0.07432,0.149054,-0.079618,-0.043382,-0.115184,-0.003372,-0.139152,-0.079212,-0.075652,-0.131954,-0.068516,-0.060447,-0.09011,-0.056856,-0.091655
4355,-0.114786,-0.085518,0.053828,-0.166237,-0.338394,-0.074575,-0.108673,-0.101007,-0.195842,-0.199624,-0.140803,-0.131305,-0.139055,-0.147886,-0.144821
4362,-0.046369,0.043393,-0.067886,0.080218,-0.024748,-0.051403,0.031675,0.00404,-0.179417,-0.132601,-0.058717,-0.054389,-0.083411,0.062481,0.004904
4371,-0.144135,-0.050279,-0.043521,-0.275522,-0.295503,-0.101038,-0.138618,-0.111419,-0.206131,-0.165918,-0.23588,-0.248852,-0.20245,-0.185689,-0.180482
4383,-0.112634,0.151834,-0.151275,-0.007681,-0.298211,-0.125106,-0.178906,-0.119815,-0.281471,-0.136084,-0.125934,-0.092331,-0.227055,-0.073928,-0.109534
4390,-0.09219,0.089477,0.068347,-0.197702,-0.085321,0.047712,-0.01608,-0.099954,-0.167899,-0.168687,-0.071037,-0.208003,-0.052818,0.042273,-0.075146
4403,-0.11047,-0.010585,-0.062479,-0.084262,-0.178819,-0.111135,-0.112474,-0.286703,-0.092382,-0.260288,-0.175811,-0.207835,-0.152405,-0.146585,-0.214037
4425,-0.126195,0.049482,0.051512,-0.152457,-0.292246,-0.168105,-0.084124,-0.062498,-0.232452,-0.262652,-0.191691,-0.115238,-0.15783,-0.00696,-0.101858
4457,-0.083178,0.289569,-0.165655,-0.047973,-0.107115,0.023795,-0.099917,0.036145,-0.075162,-0.143042,0.020794,-0.074531,-0.075727,-0.07703,-0.038431
4484,-0.102756,0.139512,0.010973,-0.131213,-0.249219,0.075191,-0.084129,-0.052536,-0.118114,-0.102003,-0.131543,-0.171783,-0.135484,-0.035456,-0.172087
4506,-0.128837,0.000115,0.035219,-0.288371,-0.107207,-0.003462,-0.114569,-0.063345,-0.230878,-0.244289,-0.221318,-0.226036,-0.145326,-0.096519,-0.163018
4529,-0.089225,0.060905,0.008368,-0.122933,-0.086191,-0.191887,0.017249,-0.06212,-0.144952,-0.24392,-0.066372,-0.171758,-0.15491,-0.019809,-0.078373
4531,-0.096124,0.060143,0.034098,-0.092142,-0.065758,0.038024,-0.202534,-0.128285,-0.173275,-0.185238,-0.157131,-0.124389,-0.16896,-0.044371,-0.162721
4544,-0.102995,0.063505,-0.040413,-0.007252,-0.134902,0.079257,-0.072498,-0.085817,-0.099447,-0.247936,-0.117769,-0.163689,-0.075239,-0.044862,-0.101084
4558,-0.139698,0.033023,-0.002764,-0.111059,-0.250743,0.000276,-0.066439,-0.119546,-0.131929,-0.218495,-0.134241,-0.071673,-0.238271,-0.204823,-0.036262
4565,-0.133418,0.012751,0.166122,-0.233659,-0.081169,-0.073551,-0.107054,-0.124154,-0.24412,-0.142093,-0.081397,-0.166975,-0.206875,-0.137241,-0.148026
4573,-0.113341,-0.07247,-0.139484,-0.066366,-0.166205,-0.130327,-0.184349,-0.200713,-0.340464,-0.308181,-0.266545,-0.213893,-0.150864,-0.110235,-0.137275
4580,-0.102834,0.015574,-0.035693,-0.105337,-0.183151,-0.031991,-0.201199,-0.186245,-0.194548,-0.289451,-0.081541,-0.090213,-0.197972,-0.160879,-0.147381
4597,-0.131717,-0.148218,0.030022,-0.063529,-0.221575,-0.16829,-0.223995,-0.150934,-0.233736,-0.211579,-0.180778,-0.265589,-0.189242,-0.141942,-0.184475
4609,-0.086496,0.1448,0.048945,0.005304,-0.024028,-0.005358,0.054739,0.028663,-0.233596,-0.192148,-0.203895,-0.026184,-0.161455,-0.133568,-0.146549
4617,-0.152819,0.066903,0.164798,-0.068852,-0.233337,-0.0998,-0.105053,-0.158621,-0.274236,-0.290341,-0.138914,-0.294521,-0.181443,-0.164587,-0.196018
4626,-0.174506,0.0231,0.105729,-0.167395,-0.076694,-0.145086,-0.072269,-0.175291,-0.13792,-0.202297,-0.265774,-0.329935,-0.201302,-0.119852,-0.147968
4634,-0.085197,-0.020197,0.164694,-0.092503,-0.116635,-0.249961,0.001583,-0.024831,-0.164867,-0.153222,-0.093828,-0.068386,-0.112781,-0.076118,-0.083599
4653,-0.069218,0.033903,-0.010355,0.05594,-0.006016,-0.098581,0.040649,-0.040253,0.017457,-0.162552,-0.075025,-0.161206,-0.054416,0.069009,-0.037769
4678,-0.116651,0.1234,-0.102469,-0.16033,-0.118957,-0.033825,-0.108314,-0.027573,-0.115939,-0.232261,-0.142947,-0.0456,-0.192544,-0.107613,-0.118266
4692,-0.140097,0.218081,0.08592,-0.212379,-0.228316,-0.072022,-0.158015,-0.025232,-0.310333,-0.275604,-0.142143,-0.122017,-0.213011,-0.131499,-0.090407
4701,-0.075081,-0.023597,0.041489,0.091629,-0.128466,-0.172995,-0.165507,-0.097784,-0.09095,-0.097713,-0.164487,-0.009503,-0.081789,-0.100402,-0.124407
4719,-0.096671,-0.032029,0.036242,-0.211478,-0.020194,-0.060551,-0.136546,-0.065693,-0.185212,-0.173104,-0.067697,-0.138217,-0.229829,-0.086867,-0.057556
4722,-0.230984,0.063751,-0.058355,-0.173043,-0.368581,-0.250976,-0.261131,0.000535,-0.363975,-0.404258,-0.272566,-0.244402,-0.166559,-0.265378,-0.310657
4736,-0.133715,0.167665,-0.18498,0.018327,-0.07936,-0.24717,-0.192749,-0.201173,-0.332984,-0.363288,-0.236449,-0.229553,-0.145199,-0.181767,-0.207055
4743,-0.106817,0.042133,-0.168207,-0.096396,-0.186303,-0.064831,-0.163408,-0.201628,-0.265505,-0.194394,-0.236552,-0.205484,-0.261586,-0.087473,-0.112565
4767,-0.097631,0.068924,0.101319,-0.130709,-0.142086,-0.134989,-0.134957,-0.103778,-0.025936,-0.304111,-0.10839,-0.082477,-0.149004,-0.088291,-0.080916
4788,-0.149662,0.030759,0.007833,-0.137912,-0.158083,-0.195593,-0.184091,-0.199087,-0.234865,-0.144735,-0.196974,-0.173344,-0.221254,-0.156243,-0.228938
4795,-0.092818,-0.08429,-0.035061,-0.165921,-0.160804,-0.219582,-0.062304,-0.021376,-0.22797,-0.091431,-0.225783,-0.093621,-0.145851,-0.022157,-0.126691
4808,-0.13363,0.141905,-0.037987,-0.202558,-0.15219,-0.047564,-0.268634,-0.154396,-0.163171,-0.242264,-0.091223,-0.026002,-0.191817,-0.220476,-0.181778
4866,-0.137932,0.045438,0.020639,-0.200833,-0.133377,-0.113647,-0.304193,-0.135079,-0.209481,-0.145257,-0.230792,-0.14939,-0.17476,-0.104274,-0.174319
4881,-0.124349,0.232234,-0.133779,-0.130053,-0.249751,-0.102235,-0.140633,-0.089447,-0.276271,-0.230047,-0.213793,-0.149769,-0.228387,-0.109054,-0.197534
4893,-0.14116,0.029804,0.091887,-0.095624,-0.092256,-0.113191,-0.129693,-0.090614,-0.141186,-0.238853,-0.123631,-0.244056,-0.151354,-0.170014,-0.178937
4913,-0.115072,0.059062,0.027633,0.036864,-0.210514,-0.052878,-0.225781,-0.0369,-0.268205,-0.185825,-0.100554,-0.208392,-0.101,-0.098718,-0.107986
4928,-0.148879,0.083605,0.064054,-0.071945,-0.161532,-0.029645,-0.275854,-0.139986,-0.229996,-0.204966,-0.118997,-0.18995,-0.10095,-0.144481,-0.177992
4935,-0.153606,-0.09591,-0.009626,-0.175233,-0.21868,-0.026928,-0.103124,-0.045888,-0.227835,-0.313894,-0.272553,-0.245341,-0.154859,-0.165161,-0.105781
4947,-0.144919,0.125121,0.059567,-0.008539,-0.128653,-0.208364,-0.186313,0.029065,-0.06989,-0.274204,-0.120308,-0.132592,-0.227682,-0.119599,-0.163169
4959,-0.064899,0.153413,-0.006439,0.139468,-0.032169,-0.085275,-0.062517,-0.125227,-0.148357,-0.264609,-0.169494,0.013987,-0.091604,-0.039019,-0.120598
4986,-0.187811,0.035565,-0.079839,-0.276173,-0.133769,-0.040281,-0.233665,-0.090268,-0.344687,-0.228728,-0.188027,-0.253506,-0.106839,-0.136374,-0.203071
5002,-0.096984,0.152413,-0.030542,-0.053604,-0.044667,-0.070011,-0.194609,-0.055771,-0.058682,-0.195465,-0.022035,-0.128532,-0.201809,-0.039883,0.042094
5021,-0.109911,0.054222,0.110368,-0.121901,-0.182091,-0.255478,-0.200446,-0.099912,-0.082489,-0.028165,-0.205625,-0.163224,-0.161857,-0.052428,-0.106735
5046,-0.047127,0.201664,0.016592,0.050298,-0.008244,0.096193,-0.011725,0.060914,-0.08852,-0.0797,0.009976,-0.05453,-0.124358,-0.035057,-0.073128
5054,-0.052553,-0.099735,-0.041826,-0.167662,-0.148604,-0.142483,-0.147248,-0.078931,-0.158731,-0.055847,-0.178098,-0.199321,-0.149299,-0.056566,-0.071893
5068,-0.072914,0.12123,-0.055128,0.041377,-0.039611,-0.011948,-0.016624,-0.110097,-0.163116,-0.082195,-0.159297,-0.083053,-0.05625,-0.048106,0.004517
5070,-0.134671,0.14354,-0.02798,-0.090312,-0.092608,-0.061899,-0.140574,-0.15027,-0.173393,-0.195695,-0.237613,-0.123857,-0.179512,-0.191296,-0.091129
5099,-0.087185,-0.053381,-0.156229,-0.06957,-0.261812,0.070559,-0.116566,-0.096362,-0.210013,-0.193078,-0.188752,-0.139685,-0.181741,-0.056259,-0.016728
5107,-0.120065,0.261253,-0.175297,0.112874,-0.141024,-0.057966,-0.162762,-0.00359,-0.256531,-0.227274,-0.143948,-0.12308,-0.166935,-0.157018,-0.147455
5124,-0.166329,-0.070073,-0.199843,-0.017419,-0.166178,-0.09613,-0.088347,-0.041763,-0.317202,-0.254726,-0.167401,-0.187925,-0.165242,-0.273798,-0.009415
5151,-0.067395,-0.034476,0.136822,-0.027931,-0.073888,-0.076741,0.026572,-0.089069,-0.115462,-0.064553,-0.177817,-0.080136,-0.180988,-0.024764,-0.068231
5163,-0.090615,0.027367,0.018823,-0.098732,-0.013787,-0.088757,-0.099767,-0.030518,-0.080978,-0.097607,-0.131541,-0.202694,-0.223302,-0.036239,-0.013952
5175,-0.075209,0.073858,-0.004053,-0.18368,-0.174466,-0.043971,-0.155843,-0.059499,-0.129064,-0.147092,-0.055567,-0.002902,-0.043241,0.011512,-0.096391
5196,-0.11976,-0.122958,-0.128404,-0.166327,-0.194694,-0.182162,-0.029181,-0.11383,-0.146339,-0.206698,-0.160635,-0.078572,-0.151443,-0.220842,-0.166473
5213,-0.099972,0.204598,-0.008551,-0.071547,-0.148424,-0.040943,-0.154437,-0.149055,-0.194846,-0.237018,-0.183524,-0.111939,-0.132894,-0.171097,-0.082147
5228,-0.083085,0.006229,-0.073191,-0.024811,-0.118732,-0.191676,-0.108818,-0.184192,-0.110128,-0.072522,-0.162366,-0.075204,-0.096694,-0.141658,-0.107899
5235,-0.081757,0.045763,-0.111811,-0.116006,-0.238695,-0.024773,-0.108483,-0.012477,-0.279495,-0.126917,-0.183543,0.022839,-0.197764,-0.116342,-0.033272
5247,-0.068461,-0.014461,-0.07802,-0.016328,-0.160127,-0.031425,-0.140532,-0.065285,-0.169804,-0.120307,-0.177302,0.050737,-0.237383,-0.014011,0.002147
5261,-0.145487,-0.093085,-0.062581,-0.237769,-0.246084,-0.077898,-0.265129,-0.033296,-0.243409,-0.232002,-0.278773,-0.236398,-0.186543,-0.153794,-0.045213
5272,-0.156659,-0.060057,-0.012901,-0.178108,-0.263907,-0.115296,-0.261104,-0.133492,-0.23615,-0.267605,-0.170874,-0.219776,-0.265356,-0.11554,-0.074229
5301,-0.06707,0.112705,0.022818,-0.076599,-0.094439,0.041449,-0.199711,0.059305,-0.052831,-0.167195,-0.112095,-0.039961,-0.12761,0.012663,-0.056379
5319,-0.089584,-0.0086,-0.085996,-0.068173,-0.125377,-0.111946,-0.062504,-0.109234,-0.093147,-0.21325,-0.195317,-0.080453,-0.186041,-0.004761,-0.035186
5367,-0.093964,0.068398,-0.0775,0.007049,-0.08151,-0.035984,-0.010811,-0.14951,-0.184521,-0.15296,-0.139789,-0.101294,-0.198654,-0.066462,-0.114392
5374,-0.114783,0.20961,-0.003126,-0.209222,-0.190871,-0.120755,-0.233076,-0.01692,-0.194093,-0.222796,-0.168488,-0.153613,-0.220801,-0.126507,-0.116841
5388,-0.139373,0.271446,0.002064,-0.129702,-0.172542,-0.174398,-0.097859,-0.158209,-0.235356,-0.404131,-0.180239,-0.123875,-0.187821,-0.19759,-0.075392
5395,-0.096746,0.234213,0.023154,-0.051133,-0.09958,-0.176687,-0.130978,-0.052894,-0.129592,-0.270194,-0.128229,-0.032636,-0.134762,-0.117967,-0.043918
5408,-0.04007,0.098333,-0.117333,0.101747,-0.041757,0.04032,0.021562,0.061848,-0.059331,-0.051286,-0.005973,0.072384,-0.041092,-0.057407,-0.03322
5414,-0.095024,0.137429,-0.001873,-0.220962,-0.279745,0.067236,-0.131555,0.008896,-0.119732,-0.17848,-0.049411,-0.078128,-0.197351,-0.062371,-0.09991
5420,-0.075817,-0.007947,-0.05924,-0.016688,-0.150398,0.0162,-0.174354,-0.045485,-0.060329,-0.061541,-0.09227,-0.107853,-0.094148,-0.011137,-0.058263
5445,-0.079364,0.104673,0.021121,0.063214,-0.193583,-0.048286,-0.037531,-0.183928,-0.088818,-0.191481,-0.165762,-0.110041,-0.164417,-0.068983,-0.153366
5452,-0.1012,-0.125247,-0.094233,0.010882,-0.138114,-0.105009,-0.091818,-0.280923,-0.208928,-0.189085,-0.319495,-0.182107,-0.165843,-0.136891,-0.132042
5466,-0.117874,0.206114,-0.268332,0.028194,-0.31642,-0.177032,-0.165939,-0.140143,-0.262691,-0.279291,-0.21958,-0.071424,-0.103383,-0.038131,-0.031834
5481,-0.132995,0.282925,-0.110981,-0.159877,-0.195032,0.028897,-0.049389,-0.105818,-0.23342,-0.284781,-0.17025,-0.071632,-0.156831,-0.106906,-0.229169
5493,-0.088545,0.086793,0.030787,-0.068593,-0.159198,-0.07991,-0.212894,-0.062373,-0.15802,-0.243711,-0.144335,-0.085511,-0.152341,-0.023302,-0.172303
5509,-0.080845,0.043278,0.053514,-0.222642,-0.219617,-0.040973,-0.146419,0.022854,-0.180611,-0.109948,0.001653,-0.115529,-0.127749,-0.120609,-0.092226
5517,-0.099903,-0.039656,-0.050389,-0.122976,-0.191172,-0.006913,-0.192718,-0.015459,-0.147209,-0.149372,-0.064079,-0.230224,-0.185044,-0.027826,-0.061458
5526,-0.040053,0.023823,0.039896,-0.141568,-0.083581,0.007916,-0.065228,0.019853,-0.094553,-0.049133,-0.068498,-0.101655,-0.076403,0.051235,-0.078446
5534,-0.155352,-0.087178,0.02288,-0.05783,-0.324818,-0.096783,-0.270384,-0.144302,-0.299392,-0.127478,-0.183063,-0.175134,-0.207558,-0.189358,-0.105271
5541,-0.132619,0.173525,0.044648,-0.076619,-0.131812,-0.109017,-0.169538,-0.006582,-0.282749,-0.205702,-0.155686,-0.057072,-0.151044,-0.010951,-0.20564
